GPS Time,Device Time,Longitude,Latitude,GPS Speed (Meters/second),Horizontal Dilution of Precision,Altitude,Bearing,G(x),G(y),G(z),G(calibrated),Speed (OBD)(mph),Engine RPM(rpm),Trip Distance(miles),Throttle Position(Manifold)(%)
Fri Feb 19 17:57:48 EST 2016,2/19/2016 17:57:48,-75.74414498,39.62532431,22,3,-14,182.1,-0.7278373,9.730036,0.61291564,0.059246283,49.70969677,2048.25,2.767137296,25.49019623
Fri Feb 19 17:57:48 EST 2016,2/19/2016 17:57:48,-75.74414498,39.62532431,22,3,-14,182.1,-1.3024458,9.768343,0.91937345,0.05469029,49.70969677,2048.25,2.767137296,25.49019623
Fri Feb 19 17:57:48 EST 2016,2/19/2016 17:57:49,-75.74414498,39.62532431,22,3,-14,182.1,-0.6512229,9.308656,0.9576807,-0.02478987,49.70969677,2050.75,2.77000956,25.49019623
Fri Feb 19 17:57:48 EST 2016,2/19/2016 17:57:49,-75.74414498,39.62532431,22,3,-14,182.1,-0.842759,9.155427,0.8810662,0.0016902089,49.70969677,2060,2.77000956,25.49019623
Fri Feb 19 17:57:48 EST 2016,2/19/2016 17:57:49,-75.74414498,39.62532431,22,3,-14,182.1,-1.0726024,9.500193,1.1109096,0.008230618,49.70969677,2060,2.772550271,23.92156982
Fri Feb 19 17:57:49 EST 2016,2/19/2016 17:57:49,-75.74415352,39.62512016,22.5,3,-14.30000019,182,-2.9879637,11.60709,1.0726024,0.24564713,49.70969677,2070.25,2.772550271,23.92156982
Fri Feb 19 17:57:49 EST 2016,2/19/2016 17:57:49,-75.74415352,39.62512016,22.5,3,-14.30000019,182,-1.0726024,9.423578,1.4173675,-0.003452003,49.70969677,2070.25,2.775325646,22.74509811
Fri Feb 19 17:57:49 EST 2016,2/19/2016 17:57:49,-75.74415352,39.62512016,22.5,3,-14.30000019,182,-0.80445176,10.304645,1.6089035,0.067368396,49.70969677,2075,2.775325646,22.74509811
Fri Feb 19 17:57:49 EST 2016,2/19/2016 17:57:49,-75.74415352,39.62512016,22.5,3,-14.30000019,182,-0.5363012,9.078813,1.3024458,0.049851436,49.70969677,2075,2.777935394,24.70588303
Fri Feb 19 17:57:49 EST 2016,2/19/2016 17:57:49,-75.74415352,39.62512016,22.5,3,-14.30000019,182,-0.91937345,9.308656,1.4939818,-0.01540345,49.70969677,2085,2.777935394,24.70588303
